"subject" "activity"
"2532" 14 "walkingupstairs"
"2533" 14 "walkingupstairs"
"2534" 14 "walkingupstairs"
"2535" 14 "walkingupstairs"
"2536" 14 "walkingupstairs"
"2537" 14 "walkingupstairs"
"2538" 14 "walkingupstairs"
"2539" 14 "walkingupstairs"
"2540" 14 "walkingupstairs"
"2541" 14 "walkingupstairs"
"2542" 14 "walkingupstairs"
"2543" 14 "walkingupstairs"
"2544" 15 "standing"
"2545" 15 "standing"
"2546" 15 "standing"
"2547" 15 "standing"
"2548" 15 "standing"
"2549" 15 "standing"
"2550" 15 "standing"
"2551" 15 "standing"
"2552" 15 "standing"
"2553" 15 "standing"
"2554" 15 "standing"
"2555" 15 "standing"
"2556" 15 "standing"
"2557" 15 "standing"
"2558" 15 "standing"
"2559" 15 "standing"
"2560" 15 "standing"
"2561" 15 "standing"
"2562" 15 "standing"
"2563" 15 "standing"
"2564" 15 "standing"
"2565" 15 "standing"
"2566" 15 "standing"
"2567" 15 "standing"
"2568" 15 "standing"
"2569" 15 "standing"
"2570" 15 "standing"
"2571" 15 "sitting"
"2572" 15 "sitting"
"2573" 15 "sitting"
"2574" 15 "sitting"
"2575" 15 "sitting"
"2576" 15 "sitting"
"2577" 15 "sitting"
"2578" 15 "sitting"
"2579" 15 "sitting"
"2580" 15 "sitting"
"2581" 15 "sitting"
"2582" 15 "sitting"
"2583" 15 "sitting"
"2584" 15 "sitting"
"2585" 15 "sitting"
"2586" 15 "sitting"
"2587" 15 "sitting"
"2588" 15 "sitting"
"2589" 15 "sitting"
"2590" 15 "sitting"
"2591" 15 "sitting"
"2592" 15 "sitting"
"2593" 15 "sitting"
"2594" 15 "sitting"
"2595" 15 "sitting"
"2596" 15 "sitting"
"2597" 15 "sitting"
"2598" 15 "laying"
"2599" 15 "laying"
"2600" 15 "laying"
"2601" 15 "laying"
"2602" 15 "laying"
"2603" 15 "laying"
"2604" 15 "laying"
"2605" 15 "laying"
"2606" 15 "laying"
"2607" 15 "laying"
"2608" 15 "laying"
"2609" 15 "laying"
"2610" 15 "laying"
"2611" 15 "laying"
"2612" 15 "laying"
"2613" 15 "laying"
"2614" 15 "laying"
"2615" 15 "laying"
"2616" 15 "laying"
"2617" 15 "laying"
"2618" 15 "laying"
"2619" 15 "laying"
"2620" 15 "laying"
"2621" 15 "laying"
"2622" 15 "laying"
"2623" 15 "laying"
"2624" 15 "laying"
"2625" 15 "laying"
"2626" 15 "laying"
"2627" 15 "laying"
"2628" 15 "laying"
"2629" 15 "laying"
"2630" 15 "laying"
"2631" 15 "laying"
"2632" 15 "walking"
"2633" 15 "walking"
"2634" 15 "walking"
"2635" 15 "walking"
"2636" 15 "walking"
"2637" 15 "walking"
"2638" 15 "walking"
"2639" 15 "walking"
"2640" 15 "walking"
"2641" 15 "walking"
"2642" 15 "walking"
"2643" 15 "walking"
"2644" 15 "walking"
"2645" 15 "walking"
"2646" 15 "walking"
"2647" 15 "walking"
"2648" 15 "walking"
"2649" 15 "walking"
"2650" 15 "walking"
"2651" 15 "walking"
"2652" 15 "walking"
"2653" 15 "walking"
"2654" 15 "walking"
"2655" 15 "walking"
"2656" 15 "walking"
"2657" 15 "walking"
"2658" 15 "walking"
"2659" 15 "walking"
"2660" 15 "walkingdownstairs"
"2661" 15 "walkingdownstairs"
"2662" 15 "walkingdownstairs"
"2663" 15 "walkingdownstairs"
"2664" 15 "walkingdownstairs"
"2665" 15 "walkingdownstairs"
"2666" 15 "walkingdownstairs"
"2667" 15 "walkingdownstairs"
"2668" 15 "walkingdownstairs"
"2669" 15 "walkingdownstairs"
"2670" 15 "walkingdownstairs"
"2671" 15 "walkingdownstairs"
"2672" 15 "walkingdownstairs"
"2673" 15 "walkingdownstairs"
"2674" 15 "walkingdownstairs"
"2675" 15 "walkingdownstairs"
"2676" 15 "walkingdownstairs"
"2677" 15 "walkingdownstairs"
"2678" 15 "walkingdownstairs"
"2679" 15 "walkingdownstairs"
"2680" 15 "walkingdownstairs"
"2681" 15 "walkingupstairs"
"2682" 15 "walkingupstairs"
"2683" 15 "walkingupstairs"
"2684" 15 "walkingupstairs"
"2685" 15 "walkingupstairs"
"2686" 15 "walkingupstairs"
"2687" 15 "walkingupstairs"
"2688" 15 "walkingupstairs"
"2689" 15 "walkingupstairs"
"2690" 15 "walkingupstairs"
"2691" 15 "walkingupstairs"
"2692" 15 "walkingupstairs"
"2693" 15 "walkingupstairs"
"2694" 15 "walkingupstairs"
"2695" 15 "walkingupstairs"
"2696" 15 "walkingupstairs"
"2697" 15 "walkingupstairs"
"2698" 15 "walkingupstairs"
"2699" 15 "walkingupstairs"
"2700" 15 "walkingupstairs"
"2701" 15 "walkingupstairs"
"2702" 15 "walkingupstairs"
"2703" 15 "walkingupstairs"
"2704" 15 "walkingupstairs"
"2705" 15 "standing"
"2706" 15 "standing"
"2707" 15 "standing"
"2708" 15 "standing"
"2709" 15 "standing"
"2710" 15 "standing"
"2711" 15 "standing"
"2712" 15 "standing"
"2713" 15 "standing"
"2714" 15 "standing"
"2715" 15 "standing"
"2716" 15 "standing"
"2717" 15 "standing"
"2718" 15 "standing"
"2719" 15 "standing"
"2720" 15 "standing"
"2721" 15 "standing"
"2722" 15 "standing"
"2723" 15 "standing"
"2724" 15 "standing"
"2725" 15 "standing"
"2726" 15 "standing"
"2727" 15 "standing"
"2728" 15 "standing"
"2729" 15 "standing"
"2730" 15 "standing"
"2731" 15 "sitting"
"2732" 15 "sitting"
"2733" 15 "sitting"
"2734" 15 "sitting"
"2735" 15 "sitting"
"2736" 15 "sitting"
"2737" 15 "sitting"
"2738" 15 "sitting"
"2739" 15 "sitting"
"2740" 15 "sitting"
"2741" 15 "sitting"
"2742" 15 "sitting"
"2743" 15 "sitting"
"2744" 15 "sitting"
"2745" 15 "sitting"
"2746" 15 "sitting"
"2747" 15 "sitting"
"2748" 15 "sitting"
"2749" 15 "sitting"
"2750" 15 "sitting"
"2751" 15 "sitting"
"2752" 15 "sitting"
"2753" 15 "sitting"
"2754" 15 "sitting"
"2755" 15 "sitting"
"2756" 15 "sitting"
"2757" 15 "sitting"
"2758" 15 "sitting"
"2759" 15 "sitting"
"2760" 15 "sitting"
"2761" 15 "sitting"
"2762" 15 "sitting"
"2763" 15 "laying"
"2764" 15 "laying"
"2765" 15 "laying"
"2766" 15 "laying"
"2767" 15 "laying"
"2768" 15 "laying"
"2769" 15 "laying"
"2770" 15 "laying"
"2771" 15 "laying"
"2772" 15 "laying"
"2773" 15 "laying"
"2774" 15 "laying"
"2775" 15 "laying"
"2776" 15 "laying"
"2777" 15 "laying"
"2778" 15 "laying"
"2779" 15 "laying"
"2780" 15 "laying"
"2781" 15 "laying"
"2782" 15 "laying"
"2783" 15 "laying"
"2784" 15 "laying"
"2785" 15 "laying"
"2786" 15 "laying"
"2787" 15 "laying"
"2788" 15 "laying"
"2789" 15 "laying"
"2790" 15 "laying"
"2791" 15 "laying"
"2792" 15 "laying"
"2793" 15 "laying"
"2794" 15 "laying"
"2795" 15 "laying"
"2796" 15 "laying"
"2797" 15 "laying"
"2798" 15 "laying"
"2799" 15 "laying"
"2800" 15 "laying"
"2801" 15 "walking"
"2802" 15 "walking"
"2803" 15 "walking"
"2804" 15 "walking"
"2805" 15 "walking"
"2806" 15 "walking"
"2807" 15 "walking"
"2808" 15 "walking"
"2809" 15 "walking"
"2810" 15 "walking"
"2811" 15 "walking"
"2812" 15 "walking"
"2813" 15 "walking"
"2814" 15 "walking"
"2815" 15 "walking"
"2816" 15 "walking"
"2817" 15 "walking"
"2818" 15 "walking"
"2819" 15 "walking"
"2820" 15 "walking"
"2821" 15 "walking"
"2822" 15 "walking"
"2823" 15 "walking"
"2824" 15 "walking"
"2825" 15 "walking"
"2826" 15 "walking"
"2827" 15 "walkingdownstairs"
"2828" 15 "walkingdownstairs"
"2829" 15 "walkingdownstairs"
"2830" 15 "walkingdownstairs"
"2831" 15 "walkingdownstairs"
"2832" 15 "walkingdownstairs"
"2833" 15 "walkingdownstairs"
"2834" 15 "walkingdownstairs"
"2835" 15 "walkingdownstairs"
"2836" 15 "walkingdownstairs"
"2837" 15 "walkingdownstairs"
"2838" 15 "walkingdownstairs"
"2839" 15 "walkingdownstairs"
"2840" 15 "walkingdownstairs"
"2841" 15 "walkingdownstairs"
"2842" 15 "walkingdownstairs"
"2843" 15 "walkingdownstairs"
"2844" 15 "walkingdownstairs"
"2845" 15 "walkingdownstairs"
"2846" 15 "walkingdownstairs"
"2847" 15 "walkingdownstairs"
"2848" 15 "walkingupstairs"
"2849" 15 "walkingupstairs"
"2850" 15 "walkingupstairs"
"2851" 15 "walkingupstairs"
"2852" 15 "walkingupstairs"
"2853" 15 "walkingupstairs"
"2854" 15 "walkingupstairs"
"2855" 15 "walkingupstairs"
"2856" 15 "walkingupstairs"
"2857" 15 "walkingupstairs"
"2858" 15 "walkingupstairs"
"2859" 15 "walkingupstairs"
"2860" 15 "walkingupstairs"
"2861" 15 "walkingupstairs"
"2862" 15 "walkingupstairs"
"2863" 15 "walkingupstairs"
"2864" 15 "walkingupstairs"
"2865" 15 "walkingupstairs"
"2866" 15 "walkingupstairs"
"2867" 15 "walkingupstairs"
"2868" 15 "walkingupstairs"
"2869" 15 "walkingupstairs"
"2870" 15 "walkingupstairs"
"2871" 15 "walkingupstairs"
"2872" 16 "standing"
"2873" 16 "standing"
"2874" 16 "standing"
"2875" 16 "standing"
"2876" 16 "standing"
"2877" 16 "standing"
"2878" 16 "standing"
"2879" 16 "standing"
"2880" 16 "standing"
"2881" 16 "standing"
"2882" 16 "standing"
"2883" 16 "standing"
"2884" 16 "standing"
"2885" 16 "standing"
"2886" 16 "standing"
"2887" 16 "standing"
"2888" 16 "standing"
"2889" 16 "standing"
"2890" 16 "standing"
"2891" 16 "standing"
"2892" 16 "standing"
"2893" 16 "standing"
"2894" 16 "standing"
"2895" 16 "standing"
"2896" 16 "standing"
"2897" 16 "standing"
"2898" 16 "standing"
"2899" 16 "standing"
"2900" 16 "standing"
"2901" 16 "standing"
"2902" 16 "standing"
"2903" 16 "standing"
"2904" 16 "standing"
"2905" 16 "standing"
"2906" 16 "standing"
"2907" 16 "standing"
"2908" 16 "sitting"
"2909" 16 "sitting"
"2910" 16 "sitting"
"2911" 16 "sitting"
"2912" 16 "sitting"
"2913" 16 "sitting"
"2914" 16 "sitting"
"2915" 16 "sitting"
"2916" 16 "sitting"
"2917" 16 "sitting"
"2918" 16 "sitting"
"2919" 16 "sitting"
"2920" 16 "sitting"
"2921" 16 "sitting"
"2922" 16 "sitting"
"2923" 16 "sitting"
"2924" 16 "sitting"
"2925" 16 "sitting"
"2926" 16 "sitting"
"2927" 16 "sitting"
"2928" 16 "sitting"
"2929" 16 "sitting"
"2930" 16 "sitting"
"2931" 16 "sitting"
"2932" 16 "sitting"
"2933" 16 "sitting"
"2934" 16 "sitting"
"2935" 16 "sitting"
"2936" 16 "sitting"
"2937" 16 "sitting"
"2938" 16 "sitting"
"2939" 16 "laying"
"2940" 16 "laying"
"2941" 16 "laying"
"2942" 16 "laying"
"2943" 16 "laying"
"2944" 16 "laying"
"2945" 16 "laying"
"2946" 16 "laying"
"2947" 16 "laying"
"2948" 16 "laying"
"2949" 16 "laying"
"2950" 16 "laying"
"2951" 16 "laying"
"2952" 16 "laying"
"2953" 16 "laying"
"2954" 16 "laying"
"2955" 16 "laying"
"2956" 16 "laying"
"2957" 16 "laying"
"2958" 16 "laying"
"2959" 16 "laying"
"2960" 16 "laying"
"2961" 16 "laying"
"2962" 16 "laying"
"2963" 16 "laying"
"2964" 16 "laying"
"2965" 16 "laying"
"2966" 16 "laying"
"2967" 16 "laying"
"2968" 16 "laying"
"2969" 16 "laying"
"2970" 16 "laying"
"2971" 16 "laying"
"2972" 16 "laying"
"2973" 16 "laying"
"2974" 16 "walking"
"2975" 16 "walking"
"2976" 16 "walking"
"2977" 16 "walking"
"2978" 16 "walking"
"2979" 16 "walking"
"2980" 16 "walking"
"2981" 16 "walking"
"2982" 16 "walking"
"2983" 16 "walking"
"2984" 16 "walking"
"2985" 16 "walking"
"2986" 16 "walking"
"2987" 16 "walking"
"2988" 16 "walking"
"2989" 16 "walking"
"2990" 16 "walking"
"2991" 16 "walking"
"2992" 16 "walking"
"2993" 16 "walking"
"2994" 16 "walking"
"2995" 16 "walking"
"2996" 16 "walking"
"2997" 16 "walking"
"2998" 16 "walking"
"2999" 16 "walking"
"3000" 16 "walkingdownstairs"
"3001" 16 "walkingdownstairs"
"3002" 16 "walkingdownstairs"
"3003" 16 "walkingdownstairs"
"3004" 16 "walkingdownstairs"
"3005" 16 "walkingdownstairs"
"3006" 16 "walkingdownstairs"
"3007" 16 "walkingdownstairs"
"3008" 16 "walkingdownstairs"
"3009" 16 "walkingdownstairs"
"3010" 16 "walkingdownstairs"
"3011" 16 "walkingdownstairs"
"3012" 16 "walkingdownstairs"
"3013" 16 "walkingdownstairs"
"3014" 16 "walkingdownstairs"
"3015" 16 "walkingdownstairs"
"3016" 16 "walkingdownstairs"
"3017" 16 "walkingdownstairs"
"3018" 16 "walkingdownstairs"
"3019" 16 "walkingdownstairs"
"3020" 16 "walkingdownstairs"
"3021" 16 "walkingdownstairs"
"3022" 16 "walkingdownstairs"
"3023" 16 "walkingdownstairs"
"3024" 16 "walkingupstairs"
"3025" 16 "walkingupstairs"
"3026" 16 "walkingupstairs"
"3027" 16 "walkingupstairs"
"3028" 16 "walkingupstairs"
"3029" 16 "walkingupstairs"
"3030" 16 "walkingupstairs"
"3031" 16 "walkingupstairs"
"3032" 16 "walkingupstairs"
"3033" 16 "walkingupstairs"
"3034" 16 "walkingupstairs"
"3035" 16 "walkingupstairs"
"3036" 16 "walkingupstairs"
"3037" 16 "walkingupstairs"
"3038" 16 "walkingupstairs"
"3039" 16 "walkingupstairs"
"3040" 16 "walkingupstairs"
"3041" 16 "walkingupstairs"
"3042" 16 "walkingupstairs"
"3043" 16 "walkingupstairs"
"3044" 16 "walkingupstairs"
"3045" 16 "walkingupstairs"
"3046" 16 "walkingupstairs"
"3047" 16 "walkingupstairs"
"3048" 16 "walkingupstairs"
"3049" 16 "walkingupstairs"
"3050" 16 "walkingupstairs"
"3051" 16 "standing"
"3052" 16 "standing"
"3053" 16 "standing"
"3054" 16 "standing"
"3055" 16 "standing"
"3056" 16 "standing"
"3057" 16 "standing"
"3058" 16 "standing"
"3059" 16 "standing"
"3060" 16 "standing"
"3061" 16 "standing"
"3062" 16 "standing"
"3063" 16 "standing"
"3064" 16 "standing"
"3065" 16 "standing"
"3066" 16 "standing"
"3067" 16 "standing"
"3068" 16 "standing"
"3069" 16 "standing"
"3070" 16 "standing"
"3071" 16 "standing"
"3072" 16 "standing"
"3073" 16 "standing"
"3074" 16 "standing"
"3075" 16 "standing"
"3076" 16 "standing"
"3077" 16 "standing"
"3078" 16 "standing"
"3079" 16 "standing"
"3080" 16 "standing"
"3081" 16 "standing"
"3082" 16 "standing"
"3083" 16 "standing"
"3084" 16 "standing"
"3085" 16 "standing"
"3086" 16 "standing"
"3087" 16 "standing"
"3088" 16 "standing"
"3089" 16 "standing"
"3090" 16 "standing"
"3091" 16 "standing"
"3092" 16 "standing"
"3093" 16 "sitting"
"3094" 16 "sitting"
"3095" 16 "sitting"
"3096" 16 "sitting"
"3097" 16 "sitting"
"3098" 16 "sitting"
"3099" 16 "sitting"
"3100" 16 "sitting"
"3101" 16 "sitting"
"3102" 16 "sitting"
"3103" 16 "sitting"
"3104" 16 "sitting"
"3105" 16 "sitting"
"3106" 16 "sitting"
"3107" 16 "sitting"
"3108" 16 "sitting"
"3109" 16 "sitting"
"3110" 16 "sitting"
"3111" 16 "sitting"
"3112" 16 "sitting"
"3113" 16 "sitting"
"3114" 16 "sitting"
"3115" 16 "sitting"
"3116" 16 "sitting"
"3117" 16 "sitting"
"3118" 16 "sitting"
"3119" 16 "sitting"
"3120" 16 "sitting"
"3121" 16 "sitting"
"3122" 16 "sitting"
"3123" 16 "sitting"
"3124" 16 "sitting"
"3125" 16 "sitting"
"3126" 16 "sitting"
"3127" 16 "sitting"
"3128" 16 "sitting"
"3129" 16 "sitting"
"3130" 16 "sitting"
"3131" 16 "laying"
"3132" 16 "laying"
"3133" 16 "laying"
"3134" 16 "laying"
"3135" 16 "laying"
"3136" 16 "laying"
"3137" 16 "laying"
"3138" 16 "laying"
"3139" 16 "laying"
"3140" 16 "laying"
"3141" 16 "laying"
"3142" 16 "laying"
"3143" 16 "laying"
"3144" 16 "laying"
"3145" 16 "laying"
"3146" 16 "laying"
"3147" 16 "laying"
"3148" 16 "laying"
"3149" 16 "laying"
"3150" 16 "laying"
"3151" 16 "laying"
"3152" 16 "laying"
"3153" 16 "laying"
"3154" 16 "laying"
"3155" 16 "laying"
"3156" 16 "laying"
"3157" 16 "laying"
"3158" 16 "laying"
"3159" 16 "laying"
"3160" 16 "laying"
"3161" 16 "laying"
"3162" 16 "laying"
"3163" 16 "laying"
"3164" 16 "laying"
"3165" 16 "laying"
"3166" 16 "walking"
"3167" 16 "walking"
"3168" 16 "walking"
"3169" 16 "walking"
"3170" 16 "walking"
"3171" 16 "walking"
"3172" 16 "walking"
"3173" 16 "walking"
"3174" 16 "walking"
"3175" 16 "walking"
"3176" 16 "walking"
"3177" 16 "walking"
"3178" 16 "walking"
"3179" 16 "walking"
"3180" 16 "walking"
"3181" 16 "walking"
"3182" 16 "walking"
"3183" 16 "walking"
"3184" 16 "walking"
"3185" 16 "walking"
"3186" 16 "walking"
"3187" 16 "walking"
"3188" 16 "walking"
"3189" 16 "walking"
"3190" 16 "walking"
"3191" 16 "walkingdownstairs"
"3192" 16 "walkingdownstairs"
"3193" 16 "walkingdownstairs"
"3194" 16 "walkingdownstairs"
"3195" 16 "walkingdownstairs"
"3196" 16 "walkingdownstairs"
"3197" 16 "walkingdownstairs"
"3198" 16 "walkingdownstairs"
"3199" 16 "walkingdownstairs"
"3200" 16 "walkingdownstairs"
"3201" 16 "walkingdownstairs"
"3202" 16 "walkingdownstairs"
"3203" 16 "walkingdownstairs"
"3204" 16 "walkingdownstairs"
"3205" 16 "walkingdownstairs"
"3206" 16 "walkingdownstairs"
"3207" 16 "walkingdownstairs"
"3208" 16 "walkingdownstairs"
"3209" 16 "walkingdownstairs"
"3210" 16 "walkingdownstairs"
"3211" 16 "walkingdownstairs"
"3212" 16 "walkingdownstairs"
"3213" 16 "walkingdownstairs"
"3214" 16 "walkingupstairs"
"3215" 16 "walkingupstairs"
"3216" 16 "walkingupstairs"
"3217" 16 "walkingupstairs"
"3218" 16 "walkingupstairs"
"3219" 16 "walkingupstairs"
"3220" 16 "walkingupstairs"
"3221" 16 "walkingupstairs"
"3222" 16 "walkingupstairs"
"3223" 16 "walkingupstairs"
"3224" 16 "walkingupstairs"
"3225" 16 "walkingupstairs"
"3226" 16 "walkingupstairs"
"3227" 16 "walkingupstairs"
"3228" 16 "walkingupstairs"
"3229" 16 "walkingupstairs"
"3230" 16 "walkingupstairs"
"3231" 16 "walkingupstairs"
"3232" 16 "walkingupstairs"
"3233" 16 "walkingupstairs"
"3234" 16 "walkingupstairs"
"3235" 16 "walkingupstairs"
"3236" 16 "walkingupstairs"
"3237" 16 "walkingupstairs"
"3238" 17 "standing"
"3239" 17 "standing"
"3240" 17 "standing"
"3241" 17 "standing"
"3242" 17 "standing"
"3243" 17 "standing"
"3244" 17 "standing"
"3245" 17 "standing"
"3246" 17 "standing"
"3247" 17 "standing"
"3248" 17 "standing"
"3249" 17 "standing"
"3250" 17 "standing"
"3251" 17 "standing"
"3252" 17 "standing"
"3253" 17 "standing"
"3254" 17 "standing"
"3255" 17 "standing"
"3256" 17 "standing"
"3257" 17 "standing"
"3258" 17 "standing"
"3259" 17 "standing"
"3260" 17 "standing"
"3261" 17 "standing"
"3262" 17 "standing"
"3263" 17 "standing"
"3264" 17 "standing"
"3265" 17 "standing"
"3266" 17 "standing"
"3267" 17 "standing"
"3268" 17 "standing"
"3269" 17 "standing"
"3270" 17 "standing"
"3271" 17 "standing"
"3272" 17 "standing"
"3273" 17 "standing"
"3274" 17 "standing"
"3275" 17 "standing"
"3276" 17 "standing"
"3277" 17 "standing"
"3278" 17 "standing"
"3279" 17 "standing"
"3280" 17 "standing"
"3281" 17 "sitting"
"3282" 17 "sitting"
"3283" 17 "sitting"
"3284" 17 "sitting"
"3285" 17 "sitting"
"3286" 17 "sitting"
"3287" 17 "sitting"
"3288" 17 "sitting"
"3289" 17 "sitting"
"3290" 17 "sitting"
"3291" 17 "sitting"
"3292" 17 "sitting"
"3293" 17 "sitting"
"3294" 17 "sitting"
"3295" 17 "sitting"
"3296" 17 "sitting"
"3297" 17 "sitting"
"3298" 17 "sitting"
"3299" 17 "sitting"
"3300" 17 "sitting"
"3301" 17 "sitting"
"3302" 17 "sitting"
"3303" 17 "sitting"
"3304" 17 "sitting"
"3305" 17 "sitting"
"3306" 17 "sitting"
"3307" 17 "sitting"
"3308" 17 "sitting"
"3309" 17 "sitting"
"3310" 17 "sitting"
"3311" 17 "sitting"
"3312" 17 "sitting"
"3313" 17 "sitting"
"3314" 17 "laying"
"3315" 17 "laying"
"3316" 17 "laying"
"3317" 17 "laying"
"3318" 17 "laying"
"3319" 17 "laying"
"3320" 17 "laying"
"3321" 17 "laying"
"3322" 17 "laying"
"3323" 17 "laying"
"3324" 17 "laying"
"3325" 17 "laying"
"3326" 17 "laying"
"3327" 17 "laying"
"3328" 17 "laying"
"3329" 17 "laying"
"3330" 17 "laying"
"3331" 17 "laying"
"3332" 17 "laying"
"3333" 17 "laying"
"3334" 17 "laying"
"3335" 17 "laying"
"3336" 17 "laying"
"3337" 17 "laying"
"3338" 17 "laying"
"3339" 17 "laying"
"3340" 17 "laying"
"3341" 17 "laying"
"3342" 17 "laying"
"3343" 17 "laying"
"3344" 17 "laying"
"3345" 17 "laying"
"3346" 17 "laying"
"3347" 17 "laying"
"3348" 17 "laying"
"3349" 17 "walking"
"3350" 17 "walking"
"3351" 17 "walking"
"3352" 17 "walking"
"3353" 17 "walking"
"3354" 17 "walking"
"3355" 17 "walking"
"3356" 17 "walking"
"3357" 17 "walking"
"3358" 17 "walking"
"3359" 17 "walking"
"3360" 17 "walking"
"3361" 17 "walking"
"3362" 17 "walking"
"3363" 17 "walking"
"3364" 17 "walking"
"3365" 17 "walking"
"3366" 17 "walking"
"3367" 17 "walking"
"3368" 17 "walking"
"3369" 17 "walking"
"3370" 17 "walking"
"3371" 17 "walking"
"3372" 17 "walking"
"3373" 17 "walking"
"3374" 17 "walking"
"3375" 17 "walking"
"3376" 17 "walking"
"3377" 17 "walking"
"3378" 17 "walking"
"3379" 17 "walking"
"3380" 17 "walking"
"3381" 17 "walkingdownstairs"
"3382" 17 "walkingdownstairs"
"3383" 17 "walkingdownstairs"
"3384" 17 "walkingdownstairs"
"3385" 17 "walkingdownstairs"
"3386" 17 "walkingdownstairs"
"3387" 17 "walkingdownstairs"
"3388" 17 "walkingdownstairs"
"3389" 17 "walkingupstairs"
"3390" 17 "walkingupstairs"
"3391" 17 "walkingupstairs"
"3392" 17 "walkingupstairs"
"3393" 17 "walkingupstairs"
"3394" 17 "walkingupstairs"
"3395" 17 "walkingupstairs"
"3396" 17 "walkingupstairs"
"3397" 17 "walkingdownstairs"
"3398" 17 "walkingdownstairs"
"3399" 17 "walkingdownstairs"
"3400" 17 "walkingdownstairs"
"3401" 17 "walkingdownstairs"
"3402" 17 "walkingdownstairs"
"3403" 17 "walkingdownstairs"
"3404" 17 "walkingdownstairs"
"3405" 17 "walkingupstairs"
"3406" 17 "walkingupstairs"
"3407" 17 "walkingupstairs"
"3408" 17 "walkingupstairs"
"3409" 17 "walkingupstairs"
"3410" 17 "walkingupstairs"
"3411" 17 "walkingupstairs"
"3412" 17 "walkingupstairs"
"3413" 17 "walkingdownstairs"
"3414" 17 "walkingdownstairs"
"3415" 17 "walkingdownstairs"
"3416" 17 "walkingdownstairs"
"3417" 17 "walkingdownstairs"
"3418" 17 "walkingdownstairs"
"3419" 17 "walkingdownstairs"
"3420" 17 "walkingupstairs"
"3421" 17 "walkingupstairs"
"3422" 17 "walkingupstairs"
"3423" 17 "walkingupstairs"
"3424" 17 "walkingupstairs"
"3425" 17 "walkingupstairs"
"3426" 17 "walkingupstairs"
"3427" 17 "walkingupstairs"
"3428" 17 "standing"
"3429" 17 "standing"
"3430" 17 "standing"
"3431" 17 "standing"
"3432" 17 "standing"
"3433" 17 "standing"
"3434" 17 "standing"
"3435" 17 "standing"
"3436" 17 "standing"
"3437" 17 "standing"
"3438" 17 "standing"
"3439" 17 "standing"
"3440" 17 "standing"
"3441" 17 "standing"
"3442" 17 "standing"
"3443" 17 "standing"
"3444" 17 "standing"
"3445" 17 "standing"
"3446" 17 "standing"
"3447" 17 "standing"
"3448" 17 "standing"
"3449" 17 "standing"
"3450" 17 "standing"
"3451" 17 "standing"
"3452" 17 "standing"
"3453" 17 "standing"
"3454" 17 "standing"
"3455" 17 "standing"
"3456" 17 "standing"
"3457" 17 "standing"
"3458" 17 "standing"
"3459" 17 "standing"
"3460" 17 "standing"
"3461" 17 "standing"
"3462" 17 "standing"
"3463" 17 "sitting"
"3464" 17 "sitting"
"3465" 17 "sitting"
"3466" 17 "sitting"
"3467" 17 "sitting"
"3468" 17 "sitting"
"3469" 17 "sitting"
"3470" 17 "sitting"
"3471" 17 "sitting"
"3472" 17 "sitting"
"3473" 17 "sitting"
"3474" 17 "sitting"
"3475" 17 "sitting"
"3476" 17 "sitting"
"3477" 17 "sitting"
"3478" 17 "sitting"
"3479" 17 "sitting"
"3480" 17 "sitting"
"3481" 17 "sitting"
"3482" 17 "sitting"
"3483" 17 "sitting"
"3484" 17 "sitting"
"3485" 17 "sitting"
"3486" 17 "sitting"
"3487" 17 "sitting"
"3488" 17 "sitting"
"3489" 17 "sitting"
"3490" 17 "sitting"
"3491" 17 "sitting"
"3492" 17 "sitting"
"3493" 17 "sitting"
"3494" 17 "laying"
"3495" 17 "laying"
"3496" 17 "laying"
"3497" 17 "laying"
"3498" 17 "laying"
"3499" 17 "laying"
"3500" 17 "laying"
"3501" 17 "laying"
"3502" 17 "laying"
"3503" 17 "laying"
"3504" 17 "laying"
"3505" 17 "laying"
"3506" 17 "laying"
"3507" 17 "laying"
"3508" 17 "laying"
"3509" 17 "laying"
"3510" 17 "laying"
"3511" 17 "laying"
"3512" 17 "laying"
"3513" 17 "laying"
"3514" 17 "laying"
"3515" 17 "laying"
"3516" 17 "laying"
"3517" 17 "laying"
"3518" 17 "laying"
"3519" 17 "laying"
"3520" 17 "laying"
"3521" 17 "laying"
"3522" 17 "laying"
"3523" 17 "laying"
"3524" 17 "laying"
"3525" 17 "laying"
"3526" 17 "laying"
"3527" 17 "laying"
"3528" 17 "laying"
"3529" 17 "laying"
"3530" 17 "walking"
"3531" 17 "walking"
"3532" 17 "walking"
"3533" 17 "walking"
"3534" 17 "walking"
"3535" 17 "walking"
"3536" 17 "walking"
"3537" 17 "walking"
"3538" 17 "walking"
"3539" 17 "walking"
"3540" 17 "walking"
"3541" 17 "walking"
"3542" 17 "walking"
"3543" 17 "walking"
"3544" 17 "walking"
"3545" 17 "walking"
"3546" 17 "walking"
"3547" 17 "walking"
"3548" 17 "walking"
"3549" 17 "walking"
"3550" 17 "walking"
"3551" 17 "walking"
"3552" 17 "walking"
"3553" 17 "walking"
"3554" 17 "walking"
"3555" 17 "walking"
"3556" 17 "walking"
"3557" 17 "walking"
"3558" 17 "walking"
"3559" 17 "walkingdownstairs"
"3560" 17 "walkingdownstairs"
"3561" 17 "walkingdownstairs"
"3562" 17 "walkingdownstairs"
"3563" 17 "walkingdownstairs"
"3564" 17 "walkingdownstairs"
"3565" 17 "walkingdownstairs"
